,AFREQ,EXEC,FREQ,INST,INSTnom%,IPC,L2HIT,L2MPI,L3HIT,PhysIPC%,MEM,GT,Pred
147,1.05,0.5335,0.269,0.5048966267682263,0.267,1.98,0.821,0.00054,0.9715,0.99,0.3285,1.0579397978799998,1.0231029450148492
734,1.05,0.5065,0.264,0.5215393452039058,0.253,1.915,0.807,0.0007485,0.9875,0.9584999999999999,0.23085,1.01672673793,1.024507460150394
1150,0.965833333333,1.13833333333,0.96,0.8443877551020408,0.5686666666669999,1.185,0.679666666667,0.002775,0.9965,0.592166666667,0.4916499999997,1.81616381707,1.7667850002911276
1156,0.969666666667,0.93,0.5743333333330001,0.6185897435897436,0.465,1.62,0.7623333333329999,0.00180333333333,0.992,0.810666666667,0.610666666666,1.0484374556899998,1.1876199198751642
157,1.05,0.7045,0.2675,0.3786008230452675,0.35200000000000004,2.635,0.8009999999999999,0.0004085,0.983,1.315,0.18145,1.05813690428,1.021629335199631
957,0.9905,1.3675,0.98875,0.7224622030237581,0.6825,1.38,0.9165,0.000346,0.96825,0.6905,0.53925,1.7293313304900002,1.7193912438313435
554,1.05,0.5095,0.2635,0.5173591348890154,0.2545,1.935,0.807,0.0007415,0.986,0.9665,0.25334999999999996,1.0166307340799998,1.0249754774605124
140,1.05,0.5295,0.2665,0.5027114967462039,0.265,1.99,0.8340000000000001,0.0005025,0.977,0.9945,0.2999,1.0539161631799998,1.0313809916285894
1170,0.9765,1.23,0.9725,0.792654028436019,0.614,1.265,0.20325,0.0061225,0.99875,0.6315,0.52885,1.7654553033000002,1.7509538165126468
951,0.967,1.16,0.9645,0.831858407079646,0.579,1.2,0.18925,0.00729,0.99875,0.6,0.522,1.76715445849,1.7661973251814813
1047,0.99675,1.2125,0.99,0.8163265306122449,0.6065,1.2225,0.19875,0.006877500000000001,0.9985,0.612,0.5565,1.64635890657,1.7608924595560218
1046,1.025,1.185,0.667,0.562962962962963,0.5905,1.77,0.8640000000000001,0.000383,0.969,0.8855,0.6815000000000001,1.07862357182,1.1077906562456246
726,1.05,0.6785,0.2645,0.39012875536480685,0.33899999999999997,2.565,0.8140000000000001,0.0005045,0.991,1.28,0.12325,1.03129176142,1.0422552548996649
