Configuration,ACYC,AFREQ,C0res%,C10res%,C1res%,C2res%,C3res%,C3res%,C6res%,C6res%,C7res%,C7res%,C8res%,C9res%,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
batch-2-learning-45-regular-1,1.18e+05,1.04,77.7,0,22.2,0,0,0,0,0,0,0,0,0,0.833,0.807,1.22e+05,1.67,41.6,1.03,0.701,76.2,0.000624,0.407,40.4,0.00033,2.06,51.6,33.8,1.84e+04,48.7,1.29150968988
batch-2-learning-45-regular-1,1.47e+05,0.988,93.8,0,6.21,0,0,0,0,0,0,0,0,0,1.01,0.926,1.6e+05,2.02,50.6,1.09,0.803,60.7,0.000379,0.471,30,0.000187,2.19,54.6,30.7,1.98e+04,46.4,1.38236914441
batch-2-learning-45-regular-1,1.59e+05,0.994,99.9,0,0.134,0,0,0,0,0,0,0,0,0,1.07,0.992,1.72e+05,2.15,53.7,1.08,0.711,60,0.000349,0.363,33.1,0.000192,2.16,54.1,29.1,2.01e+04,49.9,1.40068580558
batch-2-learning-45-regular-1,1.49e+05,1.03,92.4,0,7.51,0,0,0,0,0,0,0,0,0,0.943,0.956,1.47e+05,1.89,47.2,0.987,0.761,93.2,0.000633,0.476,38.9,0.000264,1.97,49.4,38.3,1.95e+04,50,1.39381468064
batch-2-learning-45-regular-1,1.62e+05,1.01,89.4,0,9.93,0,0,0,0,0,0,0,0,0,0.694,0.907,1.24e+05,1.39,34.7,0.765,0.755,168,0.00135,0.555,51.2,0.000412,1.53,38.3,59.4,2.24e+04,55.5,1.60296235537
batch-5-learning-45-regular-5,2.33e+05,1.02,99.9,0,0.137,0,0,0,0,0,0,0,0,0,1.18,1.01,2.7e+05,2.35,58.8,1.16,0.772,99.4,0.000368,0.525,44.8,0.000166,2.32,58,44.3,2.87e+04,55.6,1.42190468301
batch-5-learning-45-regular-5,1.57e+05,1.02,69.7,0,29.9,0,0,0,0,0,0,0,0,0,0.642,0.71,1.42e+05,1.28,32.1,0.904,0.726,129,0.000909,0.485,57.4,0.000405,1.81,45.2,52.6,2.76e+04,82.7,1.38089846203
batch-5-learning-45-regular-5,1.67e+05,1.05,79.2,0,19.7,0,0,0,0,0,0,0,0,0,0.959,0.828,1.94e+05,1.92,47.9,1.16,0.725,102,0.000529,0.509,47.1,0.000243,2.32,57.9,42.9,2.52e+04,59,1.2934566551
batch-5-learning-45-regular-5,1.96e+05,1,91.5,0,8.51,0,0,0,0,0,0,0,0,0,1.1,0.916,2.36e+05,2.21,55.2,1.21,0.712,88.9,0.000376,0.513,40.5,0.000172,2.41,60.3,43,2.67e+04,58,1.3170147583
batch-5-learning-45-regular-5,1.48e+05,1.01,68.2,0,31.2,0,0,0,0,0,0,0,0,0,0.656,0.685,1.41e+05,1.31,32.8,0.957,0.733,147,0.00104,0.533,56,0.000396,1.91,47.9,57.9,2.69e+04,70.6,1.33612190984
batch-5-learning-45-regular-5,2.4e+05,1.01,99.9,0,0.102,0,0,0,0,0,0,0,0,0,1.09,1.01,2.58e+05,2.17,54.3,1.07,0.762,110,0.000426,0.472,52.6,0.000204,2.14,53.6,48.8,2.97e+04,73.5,1.47528827961
batch-5-learning-45-regular-5,2.2e+05,1.01,93.4,0,6.6,0,0,0,0,0,0,0,0,0,0.955,0.947,2.22e+05,1.91,47.7,1.01,0.772,156,0.000703,0.562,57.8,0.000261,2.02,50.4,63.4,2.9e+04,71.6,1.42722510176
batch-5-learning-45-regular-5,1.51e+05,1.02,75.2,0,23.4,0,0,0,0,0,0,0,0,0,0.945,0.765,1.87e+05,1.89,47.3,1.24,0.69,91.2,0.000488,0.555,38,0.000204,2.47,61.8,38.7,2.47e+04,54.1,1.21103703399
batch-5-learning-45-regular-5,1.87e+05,1.01,83,0,16.9,0,0,0,0,0,0,0,0,0,0.865,0.842,1.92e+05,1.73,43.3,1.03,0.733,141,0.000732,0.483,62.3,0.000324,2.06,51.4,59.4,2.78e+04,69.8,1.43816695939
batch-5-learning-45-regular-5,1.21e+05,1.01,47.1,0,44.6,0,0,0,0,0,0,0,0,0,0.591,0.477,1.5e+05,1.18,29.6,1.24,0.606,110,0.000733,0.446,56.6,0.000377,2.48,62,45.3,3.17e+04,73.3,1.58989519941
batch-5-learning-45-regular-5,1.49e+05,0.999,68.2,0,31.1,0,0,0,0,0,0,0,0,0,1.03,0.681,2.24e+05,2.05,51.3,1.51,0.767,83.6,0.000373,0.611,31.4,0.00014,3.01,75.3,37.6,2.72e+04,43.8,1.34563529091
batch-5-learning-45-regular-5,2.24e+05,1.01,88,0,10.7,0,0,0,0,0,0,0,0,0,0.731,0.886,1.85e+05,1.46,36.6,0.826,0.774,232,0.00125,0.596,67.2,0.000363,1.65,41.3,85,3.17e+04,74.1,1.59498955965
batch-5-learning-45-regular-5,2.17e+05,1.05,94.8,0,5.22,0,0,0,0,0,0,0,0,0,1.12,0.99,2.45e+05,2.23,55.8,1.13,0.762,102,0.000416,0.538,43.4,0.000177,2.25,56.4,47.3,2.73e+04,64.1,1.35329932464
batch-5-learning-45-regular-5,1.62e+05,1.01,75.5,0,24.3,0,0,0,0,0,0,0,0,0,0.814,0.761,1.74e+05,1.63,40.7,1.07,0.721,124,0.000716,0.502,52.9,0.000305,2.14,53.4,52.9,2.67e+04,66.4,1.35933694003
batch-5-learning-45-regular-5,1.81e+05,1.05,88.3,0,11.5,0,0,0,0,0,0,0,0,0,1.12,0.923,2.2e+05,2.25,56.2,1.22,0.677,90.5,0.000411,0.518,40.8,0.000185,2.44,60.9,39.1,2.45e+04,53.2,1.21739420212
batch-5-learning-45-regular-4,2.34e+05,1.01,99.9,0,0.145,0,0,0,0,0,0,0,0,0,1.13,1,2.64e+05,2.26,56.6,1.13,0.68,99,0.000375,0.42,51.7,0.000196,2.25,56.3,47.3,2.92e+04,72.4,1.47835115469
batch-5-learning-45-regular-4,1.54e+05,1.02,76.5,0,22.8,0,0,0,0,0,0,0,0,0,0.979,0.781,1.92e+05,1.96,48.9,1.25,0.72,89.6,0.000466,0.529,37.9,0.000197,2.51,62.6,39.5,2.46e+04,55.7,1.23341411648
batch-5-learning-45-regular-4,1.62e+05,1.01,72.2,0,27.7,0,0,0,0,0,0,0,0,0,0.585,0.731,1.29e+05,1.17,29.2,0.799,0.691,141,0.00109,0.492,59.7,0.000461,1.6,40,55.5,2.77e+04,85.6,1.40151107093
batch-5-learning-45-regular-4,1.85e+05,1.01,76.6,0,22.6,0,0,0,0,0,0,0,0,0,0.666,0.777,1.58e+05,1.33,33.3,0.857,0.723,176,0.00111,0.506,69.6,0.00044,1.71,42.8,69.8,2.97e+04,79.4,1.52852565729
batch-5-learning-45-regular-4,1.48e+05,1.01,72.8,0,26.9,0,0,0,0,0,0,0,0,0,0.973,0.731,1.96e+05,1.95,48.7,1.33,0.722,86.9,0.000442,0.594,33.3,0.00017,2.66,66.5,41.7,2.52e+04,46.6,1.28506417777
batch-5-learning-45-regular-4,1.79e+05,1,88.1,0,11.9,0,0,0,0,0,0,0,0,0,1.05,0.881,2.13e+05,2.1,52.5,1.19,0.756,82.3,0.000386,0.572,34.1,0.00016,2.38,59.6,39.8,2.54e+04,52,1.29955766479
batch-5-learning-45-regular-4,2.09e+05,1.02,87.6,0,12.4,0,0,0,0,0,0,0,0,0,1.11,0.897,2.58e+05,2.21,55.3,1.23,0.668,99,0.000384,0.5,46.4,0.00018,2.47,61.7,42.3,2.91e+04,61.5,1.49876081745
batch-5-learning-45-regular-4,2.01e+05,1.01,78.3,0,20.7,0,0,0,0,0,0,0,0,0,0.692,0.793,1.76e+05,1.38,34.6,0.873,0.744,215,0.00123,0.588,65.9,0.000375,1.75,43.7,79,3.17e+04,74.8,1.64015384071
batch-5-learning-45-regular-4,1.5e+05,1.02,76.2,0,21.7,0,0,0,0,0,0,0,0,0,0.952,0.781,1.83e+05,1.9,47.6,1.22,0.682,89.7,0.000489,0.544,37.5,0.000205,2.44,60.9,38.8,2.41e+04,54.1,1.23340062202
batch-5-learning-45-regular-4,1.44e+05,0.997,71.1,0,28.6,0,0,0,0,0,0,0,0,0,0.767,0.709,1.55e+05,1.53,38.3,1.08,0.708,107,0.00069,0.494,48.9,0.000315,2.16,54.1,47.6,2.53e+04,62.4,1.32410580781
batch-5-learning-45-regular-4,1.94e+05,1.02,90.6,0,9.39,0,0,0,0,0,0,0,0,0,1.08,0.924,2.28e+05,2.17,54.1,1.17,0.766,91.2,0.000401,0.55,39.1,0.000172,2.34,58.6,42,2.63e+04,57.6,1.31397693233
batch-5-learning-45-regular-4,1.14e+05,0.999,55.6,0,40.9,0,0,0,0,0,0,0,0,0,0.647,0.556,1.33e+05,1.29,32.3,1.16,0.674,107,0.000803,0.483,51.8,0.000389,2.33,58.2,44.5,2.57e+04,63.3,1.31360072489
batch-5-learning-45-regular-4,2.37e+05,1,95.9,0,4.11,0,0,0,0,0,0,0,0,0,0.961,0.963,2.36e+05,1.92,48.1,0.998,0.787,167,0.000708,0.555,62.2,0.000263,2,49.9,68.3,3.08e+04,77.6,1.56737975415
batch-5-learning-45-regular-4,2.24e+05,1.01,99.9,0,0.149,0,0,0,0,0,0,0,0,0,1.21,1.01,2.71e+05,2.43,60.7,1.21,0.714,83.8,0.00031,0.518,37.8,0.00014,2.41,60.4,42.7,2.79e+04,52.9,1.4105308216
batch-5-learning-45-regular-4,2.05e+05,1.01,75.4,0,23.4,0,0,0,0,0,0,0,0,0,0.838,0.762,2.26e+05,1.68,41.9,1.1,0.701,151,0.000668,0.494,63.9,0.000283,2.2,55,63.6,3.37e+04,84.1,1.71259537836
batch-5-learning-45-regular-3,1.57e+05,1.05,77.1,0,21.9,0,0,0,0,0,0,0,0,0,0.932,0.806,1.82e+05,1.86,46.6,1.16,0.724,89.7,0.000493,0.552,37.7,0.000207,2.31,57.8,40.8,2.43e+04,57.3,1.16843261368
batch-5-learning-45-regular-3,1.79e+05,1.02,80.2,0,19.6,0,0,0,0,0,0,0,0,0,0.805,0.814,1.77e+05,1.61,40.2,0.988,0.74,136,0.000767,0.489,58.8,0.000332,1.98,49.4,58.7,2.75e+04,70.6,1.34333224826
batch-5-learning-45-regular-3,1.88e+05,1.05,88.3,0,11.7,0,0,0,0,0,0,0,0,0,1.1,0.923,2.24e+05,2.2,55,1.19,0.745,83.3,0.000372,0.509,38.4,0.000172,2.38,59.6,40.1,2.54e+04,54.4,1.22863995416
batch-5-learning-45-regular-3,1.35e+05,1.01,61.9,0,36.6,0,0,0,0,0,0,0,0,0,0.615,0.625,1.33e+05,1.23,30.7,0.984,0.67,118,0.00089,0.466,57.9,0.000435,1.97,49.2,51.1,2.71e+04,72,1.3036655121
batch-5-learning-45-regular-3,1.95e+05,1.02,77.5,0,20.3,0,0,0,0,0,0,0,0,0,0.651,0.789,1.61e+05,1.3,32.5,0.825,0.752,185,0.00115,0.494,74.6,0.000465,1.65,41.2,70.3,3.09e+04,80.4,1.48456251184
batch-5-learning-45-regular-3,1.59e+05,1.02,73.4,0,26,0,0,0,0,0,0,0,0,0,0.612,0.746,1.3e+05,1.22,30.6,0.82,0.71,133,0.00103,0.478,59.3,0.000456,1.64,41,54.1,2.66e+04,81.1,1.29872268922
batch-5-learning-45-regular-3,1.84e+05,1.05,87.3,0,11.7,0,0,0,0,0,0,0,0,0,1.15,0.912,2.32e+05,2.3,57.5,1.26,0.68,82.9,0.000357,0.509,37.6,0.000162,2.52,63,39,2.53e+04,54.8,1.21762364164
batch-5-learning-45-regular-3,1.36e+05,0.996,72.4,0,26.9,0,0,0,0,0,0,0,0,0,0.989,0.721,1.86e+05,1.98,49.4,1.37,0.685,84.5,0.000454,0.61,31.3,0.000168,2.74,68.5,38.3,2.35e+04,41.1,1.15278746801
batch-5-learning-45-regular-3,2.81e+05,1.01,99.9,0,0.104,0,0,0,0,0,0,0,0,0,1.19,1.01,3.31e+05,2.38,59.4,1.18,0.749,107,0.000322,0.518,48.1,0.000145,2.36,59,47.7,3.48e+04,66.1,1.67720242366
batch-5-learning-45-regular-3,1.95e+05,1.01,91.1,0,8.83,0,0,0,0,0,0,0,0,0,1.12,0.925,2.37e+05,2.25,56.2,1.22,0.696,89.6,0.000378,0.529,38.9,0.000164,2.43,60.8,41.5,2.63e+04,58.7,1.31006523592
batch-5-learning-45-regular-3,1.73e+05,1,77.2,0,20.6,0,0,0,0,0,0,0,0,0,0.705,0.773,1.58e+05,1.41,35.2,0.912,0.744,194,0.00123,0.606,57.2,0.000362,1.82,45.6,72.5,2.81e+04,66.3,1.35591072611
batch-5-learning-45-regular-3,1.78e+05,1.02,80.9,0,18.5,0,0,0,0,0,0,0,0,0,0.878,0.824,1.9e+05,1.76,43.9,1.07,0.773,129,0.000679,0.497,58.4,0.000308,2.13,53.3,57.3,2.7e+04,66.9,1.33304884738
batch-5-learning-45-regular-3,2.22e+05,1.02,93.3,0,6.65,0,0,0,0,0,0,0,0,0,0.969,0.948,2.27e+05,1.94,48.4,1.02,0.758,149,0.000656,0.512,60.5,0.000267,2.04,51.1,60.4,2.93e+04,72.7,1.42329146946
batch-5-learning-45-regular-3,1.51e+05,1.02,75.8,0,22.3,0,0,0,0,0,0,0,0,0,0.92,0.772,1.8e+05,1.84,46,1.19,0.684,85.4,0.000476,0.549,35,0.000195,2.38,59.5,39.2,2.44e+04,56.2,1.18043004918
batch-5-learning-45-regular-3,2.45e+05,1.01,99.9,0,0.0937,0,0,0,0,0,0,0,0,0,1.05,1.01,2.55e+05,2.11,52.6,1.04,0.756,119,0.000465,0.459,57.8,0.000227,2.08,52,51.3,3.02e+04,78.9,1.44796671481
batch-2-learning-45-regular-5,1.07e+05,1.05,76.1,0,22.4,0,0,0,0,0,0,0,0,0,0.918,0.795,1.23e+05,1.84,45.9,1.15,0.661,52.7,0.000427,0.442,25.5,0.000206,2.31,57.7,24,1.68e+04,42,1.22231991381
batch-2-learning-45-regular-5,1.17e+05,1,77.1,0,21.9,0,0,0,0,0,0,0,0,0,0.622,0.771,9.42e+04,1.24,31.1,0.807,0.734,99.3,0.00105,0.408,47.8,0.000508,1.61,40.4,43.6,1.89e+04,53.9,1.41277382949
batch-2-learning-45-regular-5,1.27e+05,0.991,88.2,0,11.1,0,0,0,0,0,0,0,0,0,1.06,0.874,1.54e+05,2.13,53.2,1.22,0.717,49.2,0.000319,0.403,26.9,0.000174,2.44,60.9,24.4,1.81e+04,39.7,1.33659792298
batch-2-learning-45-regular-5,1.76e+05,0.991,99.9,0,0.0961,0,0,0,0,0,0,0,0,0,1.1,0.99,1.96e+05,2.21,55.2,1.12,0.661,65,0.000332,0.333,36.5,0.000186,2.23,55.8,31.4,2.22e+04,57.3,1.5840889255
batch-2-learning-45-regular-5,1.53e+05,1.02,99.9,0,0.123,0,0,0,0,0,0,0,0,0,1.22,1.02,1.84e+05,2.45,61.2,1.21,0.692,43.4,0.000235,0.391,23.9,0.00013,2.41,60.3,23.2,1.88e+04,36.9,1.34665814901
batch-2-learning-45-regular-5,1.67e+05,1.03,85,0,8.63,0,0,0,0,0,0,0,0,0,0.662,0.875,1.26e+05,1.32,33.1,0.757,0.757,173,0.00137,0.606,48.3,0.000383,1.51,37.8,61.7,2.38e+04,55.8,1.72585544353
batch-2-learning-45-regular-5,1.22e+05,1.01,79.7,0,20.3,0,0,0,0,0,0,0,0,0,0.85,0.807,1.28e+05,1.7,42.5,1.05,0.739,74.5,0.000582,0.423,36.6,0.000286,2.11,52.6,36.3,1.88e+04,49.2,1.41180130315
batch-2-learning-45-regular-5,1.36e+05,1.05,92.5,0,7.48,0,0,0,0,0,0,0,0,0,1.14,0.967,1.6e+05,2.27,56.8,1.17,0.714,50.4,0.000314,0.389,27.7,0.000173,2.35,58.7,26.4,1.76e+04,42.9,1.26910940011
batch-2-learning-45-regular-5,1.33e+05,0.991,86.6,0,13.4,0,0,0,0,0,0,0,0,0,0.839,0.858,1.3e+05,1.68,41.9,0.977,0.719,102,0.000785,0.429,44.3,0.00034,1.95,48.9,41.7,1.94e+04,52.1,1.43458821733
batch-2-learning-45-regular-5,1.4e+05,1.03,88.7,0,11,0,0,0,0,0,0,0,0,0,1,0.911,1.54e+05,2,50.1,1.1,0.718,75.5,0.000492,0.41,35.5,0.000231,2.2,55,35.1,1.92e+04,48.2,1.41087437711
batch-2-learning-45-regular-5,1.11e+05,1.03,75,0,24.3,0,0,0,0,0,0,0,0,0,0.932,0.773,1.34e+05,1.86,46.6,1.21,0.72,52.8,0.000395,0.41,27.9,0.000209,2.41,60.3,24.5,1.79e+04,42.1,1.29015579754
batch-2-learning-45-regular-5,1.03e+05,1,74.3,0,25.6,0,0,0,0,0,0,0,0,0,1.06,0.743,1.48e+05,2.13,53.2,1.43,0.732,53,0.000357,0.498,23,0.000155,2.86,71.6,25.7,1.74e+04,31.8,1.30244007167
batch-2-learning-45-regular-5,9.74e+04,1.01,65.9,0,32.4,0,0,0,0,0,0,0,0,0,0.605,0.665,8.86e+04,1.21,30.2,0.909,0.692,72,0.000813,0.382,37.6,0.000425,1.82,45.5,30.5,1.83e+04,56.3,1.32554912995
batch-2-learning-45-regular-5,1.28e+05,1.05,87.7,0,12.2,0,0,0,0,0,0,0,0,0,1.07,0.917,1.51e+05,2.15,53.7,1.17,0.703,48,0.000319,0.397,25.7,0.000171,2.35,58.6,24.8,1.75e+04,41.3,1.26838602936
batch-2-learning-45-regular-5,7.25e+04,0.991,54.8,0,39.2,0,0,0,0,0,0,0,0,0,0.632,0.542,8.46e+04,1.26,31.6,1.17,0.66,57.8,0.000683,0.391,32.4,0.000383,2.33,58.3,26.8,1.67e+04,42.3,1.20836986261
batch-5-learning-45-regular-1,1.01e+05,1.02,52.4,0,44.8,0,0,0,0,0,0,0,0,0,0.644,0.536,1.21e+05,1.29,32.2,1.2,0.633,97.3,0.000806,0.541,41.7,0.000345,2.4,60.1,40,2.34e+04,59.1,1.20141913506
batch-5-learning-45-regular-1,1.99e+05,1.05,91.3,0,8.64,0,0,0,0,0,0,0,0,0,1.13,0.955,2.35e+05,2.26,56.4,1.18,0.714,97.7,0.000415,0.551,40.4,0.000172,2.36,59.1,43,2.61e+04,59,1.32633786724
batch-5-learning-45-regular-1,1.63e+05,0.999,74.1,0,25.6,0,0,0,0,0,0,0,0,0,0.864,0.741,1.9e+05,1.73,43.2,1.17,0.743,118,0.000625,0.504,52.4,0.000276,2.33,58.3,50.7,2.74e+04,66.1,1.39333166202
batch-5-learning-45-regular-1,1.37e+05,0.999,64.7,0,33.6,0,0,0,0,0,0,0,0,0,0.589,0.646,1.25e+05,1.18,29.5,0.912,0.681,113,0.000907,0.474,52.8,0.000422,1.82,45.6,47.2,2.65e+04,79.6,1.35401567596
batch-5-learning-45-regular-1,1.86e+05,1.05,88.6,0,11.4,0,0,0,0,0,0,0,0,0,1.11,0.926,2.23e+05,2.22,55.6,1.2,0.716,90.2,0.000404,0.531,39.1,0.000175,2.4,60,40.5,2.51e+04,55.4,1.27234240204
batch-5-learning-45-regular-1,1.89e+05,1.02,88.5,0,11.5,0,0,0,0,0,0,0,0,0,1.12,0.899,2.36e+05,2.24,56.1,1.25,0.697,85.7,0.000363,0.523,38,0.000161,2.5,62.4,39.8,2.63e+04,56.1,1.32628853272
batch-5-learning-45-regular-1,1.96e+05,1.02,77.8,0,21.8,0,0,0,0,0,0,0,0,0,0.657,0.791,1.62e+05,1.31,32.9,0.831,0.746,184,0.00113,0.481,77,0.000474,1.66,41.5,73,3.09e+04,82.5,1.61041011047
batch-5-learning-45-regular-1,1.87e+05,1.02,79.1,0,18.2,0,0,0,0,0,0,0,0,0,0.694,0.805,1.61e+05,1.39,34.7,0.862,0.742,200,0.00124,0.586,62.2,0.000386,1.72,43.1,72.4,2.9e+04,67.4,1.49081205416
batch-5-learning-45-regular-1,2.28e+05,1,99.9,0,0.149,0,0,0,0,0,0,0,0,0,1.21,1,2.76e+05,2.42,60.5,1.21,0.698,90.1,0.000327,0.555,37.8,0.000137,2.41,60.4,42.1,2.84e+04,53.9,1.4293602202
batch-5-learning-45-regular-1,1.61e+05,1.05,77.1,0,21.4,0,0,0,0,0,0,0,0,0,1.02,0.806,2.04e+05,2.04,51.1,1.27,0.736,94.2,0.000462,0.584,36,0.000177,2.53,63.3,40.2,2.49e+04,56.7,1.26809680138
batch-5-learning-45-regular-1,1.85e+05,1,83.2,0,16.7,0,0,0,0,0,0,0,0,0,0.857,0.835,1.9e+05,1.71,42.8,1.03,0.737,141,0.000745,0.494,61.2,0.000323,2.05,51.3,60.7,2.77e+04,69.8,1.43446597046
batch-5-learning-45-regular-1,2.31e+05,1,94.7,0,5.29,0,0,0,0,0,0,0,0,0,0.93,0.952,2.26e+05,1.86,46.5,0.978,0.788,147,0.000649,0.522,59.9,0.000265,1.96,48.9,64.3,3.04e+04,74.8,1.53273839777
batch-5-learning-45-regular-1,1.5e+05,1.01,76.2,0,22.6,0,0,0,0,0,0,0,0,0,0.961,0.77,1.87e+05,1.92,48,1.25,0.684,90,0.00048,0.519,39.9,0.000213,2.5,62.4,38.8,2.44e+04,54,1.23924872617
batch-5-learning-45-regular-1,1.47e+05,1.02,74.8,0,24.7,0,0,0,0,0,0,0,0,0,1.05,0.761,2.03e+05,2.1,52.5,1.38,0.73,93.8,0.000462,0.619,32.8,0.000162,2.76,69.1,41.2,2.41e+04,43.7,1.21213481152
batch-5-learning-45-regular-1,2.4e+05,1,99.9,0,0.134,0,0,0,0,0,0,0,0,0,1.08,1,2.58e+05,2.16,53.9,1.07,0.754,114,0.000442,0.475,54.2,0.00021,2.15,53.7,49.5,2.98e+04,75,1.50182796074
batch-3-learning-89-regular-1,9.36e+04,1.05,62.1,0,37.7,0,0,0,0,0,0,0,0,0,0.7,0.649,1.01e+05,1.4,35,1.08,0.748,74.1,0.000735,0.413,40.4,0.000401,2.16,53.9,34.9,1.8e+04,49.4,1.20783834411
batch-3-learning-89-regular-1,1.65e+05,1.02,99.8,0,0.151,0,0,0,0,0,0,0,0,0,1.16,1.02,1.89e+05,2.31,57.8,1.14,0.753,58.8,0.000312,0.472,28.9,0.000153,2.28,57,28.2,2.04e+04,42.6,1.36680818111
batch-3-learning-89-regular-1,1.13e+05,1.05,77.1,0,21.5,0,0,0,0,0,0,0,0,0,0.99,0.806,1.38e+05,1.98,49.5,1.23,0.693,58.2,0.00042,0.502,25.6,0.000185,2.46,61.4,25.5,1.75e+04,42.1,1.18518929338
batch-3-learning-89-regular-1,1.1e+05,1,74,0,25.8,0,0,0,0,0,0,0,0,0,0.839,0.743,1.25e+05,1.68,41.9,1.13,0.72,73.8,0.000592,0.45,34.8,0.000279,2.26,56.4,32.5,1.86e+04,47.5,1.20329423231
batch-3-learning-89-regular-1,1.43e+05,1.05,88.5,0,11.5,0,0,0,0,0,0,0,0,0,1.08,0.925,1.67e+05,2.16,54,1.17,0.699,57,0.000342,0.406,30,0.00018,2.33,58.4,28.4,1.93e+04,45.2,1.28268989388
batch-3-learning-89-regular-1,1.04e+05,0.92,75.6,0,23.4,0,0,0,0,0,0,0,0,0,0.857,0.695,1.28e+05,1.71,42.9,1.23,0.679,53.9,0.000421,0.457,26.2,0.000205,2.47,61.7,25.2,1.87e+04,39.4,1.2561905026
batch-3-learning-89-regular-1,1.1e+05,0.994,72.9,0,26.6,0,0,0,0,0,0,0,0,0,0.803,0.724,1.21e+05,1.61,40.1,1.11,0.696,76.3,0.000629,0.43,37.2,0.000307,2.22,55.4,33.2,1.89e+04,47.7,1.25674055125
batch-3-learning-89-regular-1,1.71e+05,1.03,99.9,0,0.147,0,0,0,0,0,0,0,0,0,1.12,1.03,1.86e+05,2.24,56,1.09,0.695,67,0.00036,0.356,38.4,0.000206,2.18,54.4,32,2.07e+04,54.4,1.35737448408
batch-3-learning-89-regular-1,1.44e+05,1.04,91.1,0,8.91,0,0,0,0,0,0,0,0,0,1.09,0.944,1.66e+05,2.18,54.6,1.16,0.712,57.8,0.000348,0.43,30.1,0.000181,2.31,57.9,27.8,1.9e+04,45.2,1.22904946278
batch-3-learning-89-regular-1,1.32e+05,1.05,86.7,0,13.2,0,0,0,0,0,0,0,0,0,1.11,0.906,1.61e+05,2.22,55.4,1.22,0.622,53.5,0.000333,0.418,28.1,0.000175,2.45,61.2,24.9,1.81e+04,41.3,1.22076349243
batch-3-learning-89-regular-1,1.16e+05,1.02,72.5,0,26,0,0,0,0,0,0,0,0,0,0.634,0.737,9.97e+04,1.27,31.7,0.86,0.724,93.3,0.000935,0.424,43.7,0.000438,1.72,43,36.8,1.97e+04,60.1,1.30620750667
