,EXEC,GT,Pred
325,0.2097590576476887,1.0282928362722479,1.048568245422736
1438,0.355009816169909,1.0217662396511475,1.0099794899507697
176,0.3569653619626848,1.024256089944574,1.0098436175653385
759,0.9602647932114288,1.3594304165914612,1.4545800839410623
494,0.35389612707478124,1.0199603784508435,1.0100614252492712
7,0.21137028240365732,1.043130043558563,1.0478317454798312
787,0.21284311975727285,1.0293476149000729,1.047164556985173
720,0.5203498126003925,1.0158259427806526,1.0344944943741234
728,0.35102623594502946,1.0190129263475682,1.0102878028097542
484,0.35462430840621095,1.0213925748570851,1.0100074780401862
581,0.5016741031590221,1.01861622595881,1.02807495737651
124,0.3585304575845357,1.0277666741697231,1.0097422175158939
798,0.5191076209173657,1.0150148558030427,1.0340386450694004
32,0.3642620024986614,1.0197081222827244,1.0094266168751371
1039,0.2157772621809745,1.0432898040827918,1.0458526374798156
799,0.2150276637515617,1.0529952528339164,1.0461856169763517
59,0.49803319650187394,1.0221127147626188,1.0269317317822617
537,0.9431635649733098,1.366348288342576,1.428613066246908
69,0.9627654827770837,1.3234670688544836,1.4584425351623755
193,0.22422054119359128,1.026585876660744,1.042205489762717
587,0.5004747456719615,1.0200057069828352,1.027694462733988
846,0.5207353203640908,1.0155388844669142,1.0346368011370168
644,0.35715152596823124,1.0237477396090586,1.0098312141691876
451,0.20680349812600393,1.0378460358879498,1.0499372370637454
1281,0.9479742994824198,1.4339117597582376,1.4358390291193757
1174,0.35466714260217724,1.0249973976631257,1.010004348690157
1171,0.21658452202803447,1.0328345965118142,1.0454957191629974
140,0.3605486072021856,1.02377537203709,1.0096211026434092
649,0.21451365339996434,1.0343758931070637,1.0464148114064644
786,0.5180367660182045,1.0158928796243447,1.033648972671689
1388,0.3575370337319294,1.0177616340286142,1.0098058229772346
1085,0.4974335177583436,1.0177937694654706,1.0267468249732983
592,0.34995538104586815,1.022610015899626,1.0103778962146217
1410,0.5185936105657682,1.0200034342418578,1.0338512208533346
908,0.3605354274495806,1.0217736103377926,1.0096218583797218
91,0.21653921662845457,1.0390924103999428,1.045515704285588
582,0.5252955147654415,1.0528309456342513,1.036350214368953
448,0.35526682134570764,1.0181495714369957,1.0099610513005484
88,0.36112522137865705,1.0328990478392508,1.009588492426442
1160,0.35051222559343204,1.0298412457466013,1.0103306661789264
142,0.35603783687310364,1.0206387307977982,1.0099067917149538
528,0.5191076209173657,1.022706313056865,1.0340386450694004
794,0.35988961957193255,1.02830771427663,1.0096594566504542
1436,0.3532107799393182,1.020711386270183,1.0101134902059792
1279,0.21359436565576131,1.0443128969562188,1.0468264728802121
1441,0.21421216655912353,1.0478084574740156,1.046549570427308
1038,0.5206924861681241,1.021325159081366,1.034620969712157
496,0.3544958058183117,1.0178466414617269,1.0100168954337474
54,0.5191932893092984,1.0202703296011482,1.0340699509068507
1325,0.5005175798679278,1.0193741290186666,1.0277079858055467
505,0.21721879762215288,1.0422244934762293,1.0452165019179436
122,0.36252557009294467,1.0297469279512397,1.0095129858232597
85,0.22199645794148745,1.0272304364110862,1.0431477672190221
162,0.5142673567731572,1.0179107631178481,1.03230164179067
144,0.49409245047296085,1.0181853827628171,1.025734177292339
358,0.351368909512761,1.0333614711177883,1.0102596184766282
994,0.3561663394610029,1.0238962632266913,1.0098979025039274
1413,0.9481750847760126,1.2989579637412365,1.43614195969894
1404,0.5197501338568624,1.0187552458970175,1.034273915681735
500,0.36322574445008854,1.0227216409076167,1.0094771926418686
983,0.5034731393896128,1.023667179844958,1.0286528884914632
714,0.5188934499375336,1.0277671346910104,1.0339604660609067
1048,0.355780831697305,1.0251201555144311,1.0099247021826403
57,0.9343353705302662,1.4761727636488085,1.41551315114606
588,0.5232197037301446,1.025570905944937,1.0355633915596014
105,0.9001662643132907,1.530106737826088,1.3667686038912679
30,0.522877030162413,1.01872976828135,1.0354346078682668
642,0.520007139032661,1.0220523697511796,1.0343683320331478
982,0.351368909512761,1.0168024982198032,1.0102596184766282
634,0.3597215777262181,1.0210376498602307,1.0096694221420794
153,0.9142347211952778,1.4120475162924802,1.386461329534482
34,0.3549241477779762,1.0187563891472382,1.0099856752921423
1080,0.5174799214706406,1.0163526727758063,1.033447550997899
995,0.49923255398893446,1.017192918974941,1.0273044210606561
1415,0.49859004104943777,1.029682019561897,1.0271042892586326
1384,0.359560125756806,1.0300548217934578,1.0096790677290381
802,0.36203462430840616,1.0244196847623754,1.009538862519928
847,0.22007715646837542,1.0492905813526687,1.0439715163403034
760,0.3529966089594859,1.0325252988055214,1.0101300172603493
428,0.3496555416741032,1.0190357863787751,1.0104036701128356
1489,0.214636389846099,1.0422602326842754,1.0463600198868361
384,0.5217205068713189,1.0146068874009555,1.0350022737086038
848,0.3549472123450349,1.0469016728909692,1.0099840080835272
1049,0.5011172586114582,1.0139184500815632,1.0278978223181696
721,0.22051373577341804,1.03624920243577,1.0437832772065567
1155,0.9180376059044002,1.3813042121883492,1.391875103673518
286,0.35753703373192924,1.020873344193627,1.0098058229772346
812,0.35496698197394244,1.0234391245727437,1.0099825801761666
127,0.21087274674281634,1.0327263226395014,1.0480584333651355
174,0.5200928074245941,1.0173952534957296,1.0343998432749175
852,0.519621631268963,1.0172762892352194,1.0342267735288455
854,0.3530822773514188,1.0190891198407221,1.0101233917668644
1241,0.5027449580581831,1.0179545233581762,1.0284179247445102
1363,0.21227639039525528,1.0440059494264549,1.0474205983677234
1449,0.9338160679227964,1.4131633855502783,1.414749041692445
1154,0.3548813135820097,1.02157303639864,1.0099887752986971
535,0.21264707093727261,1.0457126979199949,1.0472530325871852
539,0.4968338390148135,1.0204782068863978,1.0265628767178245
1376,0.350597893985365,1.0214799957302507,1.0103234733782742
718,0.3546671426021774,1.0219963297331591,1.010004348690157
330,0.5189362841334998,1.0214522731590998,1.0339760920814474
1382,0.35513831875780827,1.0230336873161725,1.0099702486180533
650,0.3573228627520971,1.0327345166418933,1.009819880289196
584,0.35543815812957347,1.0236530094879892,1.0099488566786479
577,0.2152006480045031,1.035319082569534,1.0461086426185866
1237,0.2107524815002952,1.0413787800581271,1.0481133278044932
430,0.3544958058183117,1.0242054390299715,1.0100168954337474
1211,0.49876137783330354,1.0173444106295213,1.0271575501464336
180,0.5197929680528288,1.0158812476387191,1.0342896395138563
589,0.2144279850080314,1.0258172469906228,1.0464530789462563
1240,0.3508548991611637,1.0253184750645037,1.0103020123502138
1492,0.3560592539710868,1.041695653130874,1.0099053071231707
173,0.4903230412279135,1.0141515874134273,1.024627423774831
844,0.35466714260217735,1.0252227428018634,1.010004348690157
954,0.523562377297876,1.0203678567377237,1.0356924882479934
403,0.22043136231963645,1.0321925297428116,1.0438187551383538
106,0.3593130053954611,1.0280863073468125,1.0096939659458157
635,0.4991897197929679,1.0261488258868574,1.0272910447064678
1136,0.3581185903156276,1.0322216525196608,1.0097682687133005
536,0.3492700339104051,1.0172162030477194,1.010437160103658
197,0.5108389736267659,1.0254891452678438,1.0311090946857868
842,0.3588187646727714,1.0274469867758749,1.009724250713815
834,0.5194502944850973,1.0145546212816878,1.0341639857930993
6,0.5227913617704799,1.0240760338760257,1.0354024608512236
490,0.3507263965732644,1.0191372816378643,1.0103127208566383
149,0.49366410851329645,1.019880373426843,1.025606502521347
423,0.9244749836397167,1.4381247110445574,1.4011271889373467
192,0.522741937698211,1.031280150936705,1.0353839233937756
855,0.9468876967170947,1.3707474485346218,1.434201504458639
276,0.516366232375513,1.0200244171040456,1.033047187173886
1444,0.3544101374263786,1.0187495919668543,1.0100231981490169
1375,0.2166009967187908,1.037092813856998,1.0454884532021764
1324,0.35745136533999644,1.0324101686570657,1.0098114312302822
789,0.9546518446750463,1.4135997468152162,1.445971274641023
909,0.9642614236581754,1.465441157318864,1.4607610654713608
829,0.2194840676011477,1.051409652603567,1.044228051318398
504,0.5147385329287882,1.0275800796435308,1.0324679869905795
1142,0.3492271997144386,1.0204310273205115,1.0104409056666444
80,0.3504265572014992,1.019020489970643,1.0103378785418948
507,0.9579741944966458,1.4055112087626618,1.4510567563154173
1367,0.49987506692843126,1.0187839693513978,1.0275056532429607
591,0.9733097528921194,1.3667145708443549,1.4749120539452654
801,0.9039205187697067,1.4321138625108367,1.3719721221674819
1127,0.5110976262716402,1.0117888939320947,1.0311979731350482
1201,0.20804140638943422,1.0272962505688614,1.0493610139896423
332,0.3602784222737819,1.02058185262382,1.009636687782621
