,EXEC,FREQ,MEM,PhysIPC%,GT,Pred
2730,0.2472819216188301,0.34575016819910903,0.6730586370839937,0.47700138824618227,1.05665155859,1.02961535665876
2725,0.2491024020233859,0.3528145324063296,0.683676703645008,0.47440999537251266,1.03338586949,1.0286394967636951
3249,0.6558470290787759,0.980432832473539,0.44124405705229797,0.4148542341508561,1.5843357826,1.559017653316367
748,0.26852085967198114,0.4647342453464382,0.738351822503962,0.4326700601573346,1.05870927231,1.0741855672730125
121,0.34422250316142666,0.5152949091724025,0.5988272583201268,0.41462285978713553,1.0921047473,1.0735881354949863
3250,0.3590897597986324,0.5312401883829859,0.6172424722662441,0.42073114298935677,1.09614840338,1.0636680635543998
3742,0.24864728192224692,0.3514016595648855,0.6776545166402536,0.4747801943544655,1.01599629431,1.0300043226400217
5423,0.24470290771237602,0.34171338865212586,0.6597147385103012,0.4749652938454419,1.0486643446100001,1.0344860230600537
5551,0.2491024020233859,0.35220901547428207,0.6765768621236133,0.4749652938454419,1.02264439907,1.0304686470235955
5605,0.2491024020233859,0.34857591388199727,0.6580982567353408,0.47737158722813516,1.02138756549,1.035784963598657
4743,0.2513780025290806,0.35019062570079057,0.6383518225039619,0.4723739009717723,1.01076571876,1.0442509700305749
5877,0.34841972187167747,0.5664947297596361,0.5718172213423138,0.39117692426376677,1.20468735302,1.1190700795495658
1451,0.35044247787699234,0.3528145324063296,0.6527416798732172,0.6756131420638593,1.0228718727600001,1.0216554546245664
4385,0.34862199747243655,0.5284144427000977,0.6329318541996831,0.4131420638593244,1.01704377078,1.0576777525506786
3177,0.8111251580273354,0.7676609105183038,0.5737453777068147,0.6717569026682092,1.21916876643,1.2442418594791236
6586,0.36864728192255036,0.3544292442251229,0.6331220285261491,0.7109671448403516,1.01033015584,1.0428657589709003
7023,0.361441213654517,0.5686813186812549,0.5961701003708401,0.41169211784636744,1.04239994819,1.1053780908943587
6241,0.6605141171531239,0.982395155863985,0.46939602042630746,0.41585685639333636,1.59370988831,1.5118103611010878
6239,0.6776955029819918,0.9786306987469188,0.5556033506909668,0.42797646592225824,1.40862819803,1.3964563462018211
7282,0.24773704171996902,0.34756671899525143,0.6760063391442156,0.47626099028227675,1.0261928831,1.0292137241902362
7641,0.2503160556264231,0.3518053375195838,0.6606973058637083,0.4760758907913003,0.9977146579389999,1.0353585248830202
6635,0.24621997471617252,0.3483740749046481,0.6830110935023772,0.47459509486348916,1.0451499207700001,1.0286220731237656
5531,0.24895069532300623,0.35099798161018714,0.6845324881141046,0.4757056918093475,1.00658534881,1.0276046159991505
1986,0.9747155499392535,0.8936420722134005,0.5116217643946118,0.6737621471540953,1.3478307181,1.3106879575157002
5192,0.37016434892634686,0.3514016595648855,0.6319492868462758,0.7152244331328089,1.02156840312,1.0413742161795958
4856,0.2513780025290806,0.3554384391118687,0.6637083993660856,0.4751503933364184,1.0274960762799998,1.0352348803270628
7297,0.24864728192224692,0.3453464902444107,0.6603803486529318,0.47903748264692264,1.0337942415799999,1.0334791362425348
2359,0.38670037926772877,0.6466920834267048,0.5864659270998416,0.37075428042572883,1.14654712784,1.1233916337128584
