,EXEC,L2MISS,MEM,L3MISS,GT,Pred
5775,0.3468015170678807,0.09756805807631358,0.6218700475435817,0.24314237573705005,1.0717317696200002,1.086193345912323
3918,0.24864728192224692,0.014566061706002328,0.6798098256735341,0.2891701769164747,1.0396781240700002,1.0445900924963045
2729,0.36439949431192015,0.013076406533587182,0.6517274167987323,0.28085509688277976,1.04374356305,1.0497339580745533
213,0.24940581542414517,0.012874954627960865,0.658256735340729,0.26832350463341686,1.06995657576,1.0466983871054116
54,0.25016434892604344,0.012910889292207723,0.6747385103011094,0.2576495366469007,1.04733725943,1.0324111010843868
49,0.24895069532300623,0.01355716878404134,0.6762599049128368,0.28176916596449797,1.0436447084,1.0424713765747493
5419,0.24804045512072834,0.013584392014531382,0.6753407290015848,0.2874894692500895,1.03968190219,1.046017825145537
221,0.2503160556264231,0.01369110707805235,0.6792393026941362,0.28171019376567746,1.0333565258700002,1.0406194330890282
4517,0.26839443742141195,0.01902268602543468,0.7289223454833598,0.3426039033972862,1.09191175306,1.0540926029836446
1598,0.9405815423538322,0.022009981851199647,0.5278658214484945,0.16544158944158996,1.2752910005,1.3495660094139066
348,0.2509228824279417,0.01389473684211787,0.6885261489698891,0.26224936815490213,1.02558076602,1.026355694221658
4512,0.36257901390736436,0.017721415608010632,0.6956418383518226,0.3452330805956844,1.08142944375,1.0622585489183138
2057,0.37863463969779687,0.028829401088955375,0.7097200211315373,0.34088388093267025,1.06557262582,1.0542892154897574
58,0.34134007585421333,0.10649727767704761,0.5929635499207607,0.22497893850032646,1.1288749011700001,1.108457952986787
74,0.3691024020236893,0.013311070780411351,0.6657369255150555,0.27047598989036625,1.03569222677,1.036135232095549
3385,0.24864728192224692,0.013769509981863673,0.6753090332805071,0.2726579612467259,1.04022930327,1.0387858505838774
2062,0.35638432364160916,0.11465517241398787,0.7213681986275752,0.35076172423510915,1.04370909201,1.081737320996887
347,0.7826801517061509,0.05907441016339298,0.5307712625451664,0.16092038753152446,1.28899950199,1.2895868906753183
2133,0.5898546144136281,0.5386796733217228,0.582864500792393,0.39990522325172706,1.47298320404,1.3727497975711993
2054,0.367509481669703,0.09578039927404335,0.6985736925515057,0.32277450154388254,1.0761751994,1.069245033670742
63,0.3528697850830667,0.013150453720520098,0.6582884310618068,0.27596040438067565,1.0382830233,1.043499546405637
342,0.6535307928494402,0.7346383199380531,0.48906497622820927,0.2561078348773142,1.50159399402,1.4445958795788418
2725,0.2491024020233859,0.013891470054459065,0.683676703645008,0.2697683235045199,1.03338586949,1.03262920762399
53,0.8016615495797768,0.020891884884655976,0.5056599501933439,0.0926284751474336,1.41047421771,1.3437934865262777
698,0.9570164348974894,0.025145190562645317,0.5308505018478606,0.15467916315684302,1.2879191206899998,1.3631500905192742
702,0.24940581542414517,0.011858983666072466,0.681014263074485,0.22993260320125108,1.04805213205,1.0193328705981255
55,0.2506194690271824,0.013560980036309945,0.68,0.281326874473344,1.0436556219,1.039924386125777
3176,0.36106194690356785,0.018136116152466547,0.6363866877971475,0.253462510530643,1.05333094706,1.0527210121942416
3188,0.3513527180792702,0.013251179673333259,0.6569572107765451,0.2782308340352661,1.03623670766,1.0453963809549702
5417,0.34300884955838945,0.1047005444647048,0.6270998415213946,0.24906908171851344,1.09706328192,1.0853640816766483
2728,0.36470290771267944,0.02311252268604638,0.6194928684627576,0.24992417860141114,1.06110097768,1.066257095193224
2049,0.26852085967198114,0.01937250453723173,0.7426307448494454,0.35078629598363487,1.0680754697600001,1.0549608227682616
68,0.251226295828701,0.013636116152462461,0.6874484944532488,0.270004212299802,1.04007782272,1.0302577451375121
2100,0.6586915297108944,0.672754083485184,0.527931854199683,0.46409277590544895,1.56844807801,1.5625996296552713
1114,0.2500126422256638,0.013249546279503855,0.6778763866877972,0.2646082561077234,1.0403976529,1.0334682363491736
2730,0.2472819216188301,0.013501088929231849,0.6730586370839937,0.2596840775062091,1.05665155859,1.0346835290330518
3192,0.24834386852148765,0.012424682395655556,0.6740095087163234,0.2245071609097622,1.0529727941299998,1.022573330197687
700,0.2506194690271824,0.014298729582590106,0.6848494453248812,0.27932181971344594,1.03500433326,1.0363932352829957
2345,0.3785082174472276,0.6196007259533752,0.5937559429477021,0.2359772535803555,1.08104354195,1.1223934500342303
3386,0.25107458912832137,0.01430798548095672,0.6938193343898574,0.2916175231675267,1.03350793515,1.0378454044985623
688,0.3474083438693993,0.012735027223242044,0.6609508716323297,0.252902274641848,1.0331806112100002,1.0333427993678452
343,0.2491024020233859,0.01408529945554817,0.6756576862123614,0.2728348778431875,1.0223535501899998,1.0386981304745555
5772,0.24819216182110798,0.011978221415618854,0.679080824088748,0.22957877000832788,1.0315174034299999,1.0205864387425536
2204,0.25046776232680273,0.01328493647914091,0.6822187004754359,0.2556444818870027,1.03628790146,1.027264531840046
1110,0.6255734152081558,0.45735027223271985,0.4844690966719493,0.17550547599002717,1.4341526677899998,1.419105956673374
3169,0.3468015170678807,0.07584392014525938,0.5694136291600634,0.2526368997471556,1.1398941681399999,1.1252335635713449
5420,0.24970922882490448,0.014390199637036652,0.6886529318541997,0.3013184498735041,1.0316149239399999,1.0464151255706193
2196,0.9785082174487448,0.023180580762271488,0.4908082408874802,0.10666596461663577,1.31294414705,1.4618072463894225
344,0.24834386852148765,0.013884392014531654,0.671473851030111,0.2804128053916258,1.0347444827799999,1.0447187582679067
56,0.365309734514198,0.012212885662443024,0.6246909667194929,0.2815037910698056,1.05951365838,1.0684384871316517
2106,0.4031605562589208,0.49727767695235686,0.6834918119381934,0.38727534400383856,1.10251555766,1.1756925936905982
3387,0.3785082174472276,0.6375680580768035,0.578351822503962,0.2613647851725942,1.17839978123,1.1487016939491763
2347,0.2500126422256638,0.014183303085312324,0.6870998415213947,0.2688542544228017,1.0210329703299998,1.0302293493982202
3388,0.35074589127775163,0.08303085299463069,0.6278288431061807,0.2731002527378799,1.0624224897799999,1.0874564776671534
1588,0.24879898862262656,0.012150272232315924,0.67486529318542,0.23358887952812402,1.04003330304,1.0242718925154393
2351,0.7146333754758905,0.9449863883856124,0.43938193343898574,0.33579138584653084,1.56067112,1.5918875606964553
351,0.3651580278138184,0.011088021778594453,0.6186687797147387,0.25573294018523346,1.0816594079000001,1.0637535447477413
3904,0.24743362831920973,0.014929219600739499,0.6822820919175911,0.29480202190383537,1.04773890949,1.0465543975957239
3199,0.24849557522186727,0.013867513611627826,0.6795245641838352,0.26342881213131275,1.04649614751,1.0323487923275607
849,0.36728192161913353,0.020863883847568838,0.6568938193343898,0.25526116259466924,1.03482293451,1.0396462593092304
5766,0.3575726927948359,0.06811252268608721,0.6198732171156894,0.24641533277158953,1.06409968849,1.080521014827003
1108,0.24773704171996902,0.013331215970973984,0.6552139461172741,0.27174389216500766,1.08390383369,1.0503003389037833
857,0.24879898862262656,0.013865335753188626,0.6741362916006339,0.2831550126367805,1.0469065154200001,1.0444790134008468
3512,0.34452591656218595,0.07034482758627073,0.6152456418383518,0.24376158382466565,1.07583765601,1.0834747498795791
69,0.2500126422256638,0.013619237749558635,0.6869413629160064,0.2853664700925504,1.0386604179899999,1.0381832543879956
2063,0.24667509481731148,0.014400544464622866,0.6856735340729002,0.3037068239257356,1.0514673649600002,1.0498554747377131
1591,0.7894166516151441,0.06183562354170764,0.5087616028985738,0.1643218197132838,1.38015256186,1.3215597302357749
2098,0.24515802781351498,0.013744464609812834,0.671188589540412,0.30355939342868427,1.04220840403,1.0576627318120235
337,0.24485461441275566,0.011547549909266375,0.6347385103011094,0.24246419545061396,1.08364532557,1.0526490724519477
5958,0.25016434892604344,0.013987295825784016,0.6840887480190174,0.29061499578757766,1.02573829606,1.0426371559308083
4526,0.24652338811693184,0.013736842105275622,0.6828209191759114,0.2923841617521936,1.04213245484,1.044701790568626
860,0.8155499367934657,0.05961887477319384,0.5666138404659271,0.16956964335902716,1.22445649923,1.2586160770939934
1354,0.24834386852148765,0.013857168784041612,0.6840570522979398,0.2886099410276796,1.04392059255,1.041771008194028
3910,0.2491024020233859,0.014607985480956995,0.6827892234548336,0.29055602358875715,1.0306747863899999,1.0436310018100334
2206,0.35044247787699234,0.09615245009083134,0.623676703645008,0.26224936815490213,1.06394742683,1.090487025000471
3516,0.369254108724069,0.02266606170600968,0.6644374009508718,0.28182813816331853,1.03718559386,1.0451264375356277
1597,0.251226295828701,0.014390199637036652,0.6918858954041205,0.2877548441447819,1.03780565999,1.0367838010435986
70,0.9342604298405419,0.02801270417425409,0.5595351294247227,0.17807146868800416,1.2288450221,1.3044396033070784
2721,0.24925410872376555,0.013715063520883588,0.6825039619651346,0.27389637742195705,1.04593975125,1.0351263101992374
3177,0.8111251580273354,0.0553992740472372,0.5737453777068147,0.22008916034763265,1.21916876643,1.2347657334987558
3919,0.24925410872376555,0.01409074410164618,0.6801584786053884,0.2874010109518587,1.0248063018,1.0432517881689878
2338,0.3431605562587691,0.08047186932856666,0.5548969889064976,0.24022325189543375,1.09662014075,1.1364094807089868
1590,0.3630341340085033,0.021016333938313078,0.6235499207606973,0.2115037910698351,1.06617805708,1.0557244041411151
2111,0.782156402383773,0.08501425978755446,0.6138102784706816,0.2624052232522062,1.25409434206,1.1984486807729968
690,0.3680404551210318,0.012822686025419984,0.6499841521394613,0.2741912384160597,1.0379853225799998,1.0481136628928756
2348,0.7824273072080468,0.06347549909270732,0.5585578446909667,0.2119804830098096,1.24462735307,1.2456081423873573
60,0.24864728192224692,0.013214700544476599,0.6765451664025357,0.2659056444817751,1.04919580135,1.0349428821753996
