,EXEC,MEM,GT,Pred
1059,0.6958877232431955,0.5874112411212972,1.7338208299172049,1.711338653275185
1710,0.413703983862834,0.8939324222237481,1.1550499873466138,1.1551249337104483
1676,0.41935619431837284,0.9081124235972801,1.1475340599688542,1.140967034804489
2091,0.4700178792463209,0.7867529078297566,1.2538171836320593,1.2841648023386991
717,0.6956229399168293,0.7671161500494171,1.3249736621544004,1.2998410952777317
1828,0.5208804754946962,0.8727898020529018,1.1346711629510482,1.1613013406040604
354,0.5212899388391067,0.8850564997120862,1.1297257795598532,1.1476212937625467
1090,0.41754916792738284,0.9257846301764986,1.1428492729070776,1.1262948833494129
1982,0.41536823685083907,0.908195231730703,1.1206221449302856,1.1415709958520335
1899,0.7032694570516054,0.5838747338781675,1.7367349088714703,1.7215027925965551
940,0.4132347173194378,0.9258873809385445,1.1395680851100831,1.1269909499930764
819,0.7054967221381745,0.5935512670833043,1.7058978865466004,1.6948059139242182
1892,0.4170238695579089,0.9051404436508476,1.149692235245187,1.1440456990496797
356,0.42082702975289976,0.9150607787926649,1.1444645526937822,1.1346154605101728
2180,0.41788125899413314,0.8919985058651488,1.1732416828844363,1.1563358875844725
360,0.4176332156664986,0.9226787308563967,1.1641382532947824,1.1287914177928067
948,0.5230080685829553,0.8755391113247712,1.1400877457664176,1.1578796216835676
587,0.7030503964549736,0.7574357033579932,1.3438829057387467,1.3171973898189506
1716,0.41731803664481426,0.8983723645354024,1.1551786694679624,1.1502822962972146
381,0.4742393679610018,0.8044902010975766,1.256435852057439,1.2566361907596746
2324,0.5220657641232528,0.8752885737982913,1.1403127368668668,1.1582950585315244
36,0.42145738779626823,0.9289368862028703,1.127581971456148,1.1230885021914174
2052,0.4168137502101193,0.8978366870407248,1.159283123565074,1.1508730705693955
623,0.9303050286408833,0.5457254098144144,1.8254628113466516,1.8498923609950753
1166,0.4233694738611532,0.918192431838472,1.1306473108434725,1.1315041073100018
1509,0.7148191320210862,0.5861885724386157,1.7509194405187174,1.7155669850395014
715,0.945270246833535,0.5668435906743712,1.7823347750392602,1.7862080218382328
1422,0.42458457867483373,0.9170336398096481,1.1517776403093172,1.1322741063800978
37,0.7075698997030312,0.7857931002907306,1.2776756273192076,1.2661468143551406
687,0.6963705384658486,0.7447462399560467,1.366024326859393,1.3416092389512384
38,0.5236605160962193,0.8853259233040839,1.1230853386712436,1.146984778339863
2313,0.9107491805345438,0.5418487311997799,1.8316552242823898,1.8602649453152442
2122,0.4172550008404774,0.9008962296545563,1.1511141311295603,1.1479199511664353
1895,0.9368393975050557,0.5268525513357597,1.9007820787719656,1.9105499698982191
1484,0.5200243738443435,0.8764919991758805,1.1342055085182827,1.1572267044687359
1050,0.41847369305765686,0.9104817663621998,1.1406568622626392,1.1390103547475485
878,0.5249621785173978,0.8847743973628182,1.117788515179165,1.1473904400695178
2120,0.41847369305765686,0.9066702149577636,1.1376174164080064,1.142413882504787
309,0.6997187962084498,0.6026022612062168,1.6786802505606515,1.6699945271064984
684,0.5229660447133972,0.87667227525582,1.138368316526006,1.156608882176216
1875,0.9353157754895103,0.5622885702196098,1.7878412445993657,1.799219779566375
2053,0.9232706864065954,0.5163783445248858,1.9318211356075463,1.9432502720671265
1169,0.6991037576009841,0.5658330635323969,1.7821933436944006,1.7725514414217862
359,0.7034795763993946,0.6167075963426153,1.6504415650064284,1.6326580893925233
1986,0.4203857791225417,0.905665819655243,1.1388698745314112,1.1430017404789559
1971,0.4698268616574214,0.8019255002611304,1.2300085147133666,1.260911381477798
2051,0.46990157075885786,0.773078772062358,1.2982713107090476,1.3062052817925518
2335,0.9471215716100516,0.5657949992175368,1.745403325301698,1.7895311578737303
1099,0.7087185521376143,0.5957489183435201,1.7096142042909956,1.6889149016665974
1507,0.6938766751429706,0.7577118709698157,1.3515984848034577,1.317185432908107
355,0.9489616968109527,0.5315353730625763,1.8942865554917383,1.8966811977899445
1503,0.9231326975811811,0.5278053110588803,1.9086173861467484,1.9060902955129801
2360,0.4141662464279712,0.905351624201634,1.1548471642275648,1.144335326628449
2228,0.5204866364094806,0.8644701600164821,1.149367475074745,1.1710502264698608
2227,0.6953072749577083,0.7459900901124685,1.3533972865809036,1.3392653716189553
2223,0.9208630502125207,0.4999254368322426,2.000022131221936,1.9976827999773774
876,0.41824256177508823,0.9177700707368992,1.1206861553763905,1.1327592966569946
914,0.5264190059954054,0.9024686596968718,1.1183850845033645,1.128867668611603
352,0.41778029920995124,0.9179812512876858,1.1432228237786608,1.1326624289062233
384,0.5227979492351658,0.8804220177185629,1.1400470295330676,1.1524574372303649
176,0.4165826189275508,0.9209686834695414,1.153598432247457,1.1303827007128415
2338,0.523294154156484,0.8715641888500891,1.1328526144820807,1.1623727457610498
34,0.5225037821482602,0.8750343383009406,1.1439718429989731,1.1585212189150211
1588,0.521914909206891,0.900038564553364,1.1283765798963301,1.1319784156136015
1711,0.47049142517601167,0.8036791493045292,1.2393633432031437,1.2582315008341776
1195,0.570187502865264,0.5403818419064622,1.879939420855772,1.8396522754553448
35,0.947591565342448,0.5593447598117604,1.7880673120796942,1.8092297291934276
