,EXEC,MEM,L3HIT,L3MISS,IPC,L3MPI,INSTnom%,PhysIPC%,L2MISS,L2MPI,FREQ,INST,GT,Pred
4715,0.15834586466165415,0.47019292604518403,0.7985943775100401,0.27660014781966,0.3356880733944954,0.14073543457497614,0.15836120401337794,0.33492208982584787,0.02178129117259552,0.062272727272727264,0.24316167664670663,0.6093553110790663,1.02604529863,1.0129255367526055
4718,0.868421052631579,0.32588201143277096,0.9890813253012049,0.15931263858093128,0.45590596330275224,0.01429083094555874,0.8672658862876255,0.45634738771769023,0.1803030303030303,0.08795454545454545,0.9988023952095809,0.4576849376899864,1.61978410641,1.5342120529976624
7498,0.026982720690643273,0.915952125759527,0.6121151271757028,0.04301231830495196,0.1794342507646789,0.5367717287488061,0.02700819397993311,0.1794531011301558,0.0029670180061396574,0.11891287878795452,0.05835209580838323,0.8594707995596029,1.1996272903,1.2560984688789696
6436,0.29106098579782785,0.49807788495909183,0.6843373493975904,0.2757132298595713,0.4589908256880733,0.07308500477554919,0.291304347826087,0.4584784601283226,0.013517786561264821,0.01802727272727273,0.35085029940119766,0.47822037738640355,0.9968225756710001,1.0332584118673789
4717,0.2895572263993317,0.5069810646661332,0.6668674698795181,0.2850849963045085,0.4579816513761467,0.07415472779369628,0.2899665551839465,0.4575618698441797,0.013644268774703558,0.01815,0.34931736526946106,0.47869681192377095,1.0189854527,1.028843111999687
2378,0.4765246449456976,0.44976062879615925,0.8504016064257028,0.25333333333333335,0.5043119266055045,0.04127029608404967,0.47658862876254177,0.5037580201649863,0.031167325428194993,0.027486363636363635,0.5010778443113773,0.41721935705472046,1.0591585166500002,1.072966468372784
6199,0.5324422166524645,0.5048261283797802,0.8078982597058233,0.27440256220694753,0.49640672783027523,0.039716650748089784,0.532608695652174,0.49602810876901926,0.03012736056205533,0.0235075757575,0.5850698602797605,0.4369154904283663,1.09020006021,1.0769536591289177
991,0.4182121971595656,0.4860735977136427,0.6283132530120482,0.2798521803399852,0.6889908256880732,0.05065425023877746,0.4187290969899666,0.6867094408799267,0.01296231884057971,0.012050000000000002,0.3468263473053893,0.3297319482118804,1.01279014054,1.0280021947480624
6582,0.29005847953216374,0.5015041086103971,0.679718875502008,0.27116038433111606,0.45449541284403666,0.07146131805157593,0.2906354515050167,0.45389550870760775,0.013638998682476944,0.018195454545454546,0.3537245508982036,0.483376571129051,1.00170225863,1.0343414377189015
4888,0.8913951545530492,0.46244015719916487,0.7471887550200803,0.2215816703621582,0.8137614678899082,0.01925023877745941,0.8929765886287626,0.8124656278643446,0.01424505928853755,0.006663636363636362,0.5828982035928144,0.25986997773866727,1.05032485604,1.0818205803516707
6585,0.9039264828738514,0.45081100393013607,0.7971887550200804,0.24925351071692536,0.822018348623853,0.0213323782234957,0.9040133779264213,0.8227314390467462,0.01751778656126482,0.008122727272727271,0.5827065868263472,0.2559683477944379,1.0381183300799999,1.0928734027678508
6947,0.4188805346700083,0.4716434440873425,0.6325301204819277,0.25776792313377683,0.693577981651376,0.04742597898758357,0.4193979933110368,0.6918423464711274,0.011919894598155468,0.011127272727272725,0.34280239520958083,0.32573714175568497,1.01843475672,1.0410926346817884
1985,0.4178780284043441,0.4870489460523355,0.6146586345381526,0.29016999260901705,0.6899082568807339,0.05251671442215855,0.4187290969899666,0.6881759853345555,0.013015019762845848,0.012095454545454545,0.3468263473053893,0.3291714478579881,0.995978580538,1.0228801557619207
2379,0.16499582289055972,0.4750446588068864,0.781726907630522,0.26601626016260166,0.3438532110091743,0.13715377268385864,0.16508361204013378,0.34335472043996335,0.018308300395256917,0.05381818181818181,0.2569580838323353,0.6185797251853288,0.9905214045749999,1.024194797123548
6956,0.423141186299081,0.39568298201836216,0.9978246318604417,0.23845774821433852,0.32117737003073393,0.04853549824904489,0.4230769230769231,0.3209593644977085,0.7382520860790515,0.7609848484840908,0.6997205588819162,0.6574179914077309,1.1891806623999999,1.255594873663897
7692,0.27429685324394315,0.9092830772902498,0.5835006693443775,0.6043853165809313,0.33792048929678903,0.21434256606184335,0.27424749163879597,0.33730522456461964,0.02659200702687747,0.044185606060681816,0.4713772455089821,0.6840062739811343,1.1774281950799999,1.2051972115945486
