,EXEC,INST,L3HIT,L2MISS,INSTnom%,PhysIPC%,L2MPI,IPC,FREQ,L3MPI,MEM,L3MISS,GT,Pred
780,0.3791692888612335,0.6462226272051659,1.0,0.943863636363233,0.3793986730496766,0.4756218905472637,0.9359743897563025,0.4756218905472637,0.6170024693179247,0.0011809886523487221,0.005782031609642438,0.005389285714283374,1.0327802133700001,1.040835028823939
827,0.9771169848237886,0.3725646163668058,0.992416666667,0.008529924242405881,0.9781011169900057,0.8240464344945274,0.0033389355742296915,0.8242122719751245,0.917903008038119,0.00028834289202306893,0.004152255639096052,0.0034137867647010393,1.15207455143,1.1462887826824306
66,0.293161317390602,0.6077874269465412,0.9998571428569999,0.6386363636348741,0.2933148568062904,0.5054726368159205,0.8335334133641455,0.5067519545124379,0.44886256593798973,0.0015826205442120412,0.005867423661199858,0.005472478991606965,1.02623024444,1.0213089533711985
31,0.26174743024963293,0.4561258075502242,0.955625,0.003097897727269911,0.26216196355085236,0.6732587064676617,0.004534313725490196,0.6741293532338309,0.30109769451756374,0.0031660796638593902,0.019247448979581503,0.009832720588242524,1.0123723595799998,1.0210948653159546
364,0.4643171806167401,0.5116288745111967,0.9979,0.03474545454542296,0.46487360376249254,0.6011940298507464,0.02818207282913165,0.6014925373134329,0.5980265636771792,0.0009211461440363265,0.005989849624056934,0.005163529411768503,1.0263793270100001,1.0260245683804585
23,0.9030837004405287,0.4132108092153465,0.9999,0.3372727272724207,0.9047619047619047,0.743681592039801,0.14210084033613443,0.7437810945273633,0.9407839581758835,0.0004014672261443951,0.005365520945217312,0.0044364705882385565,1.21573676077,1.1478731160453044
316,0.37518355359765054,0.6385743619722275,1.0,0.9529545454536792,0.3757593572413286,0.4810945273631842,0.9551820728291316,0.4810945273631842,0.603623068952233,0.0014600360627539677,0.00722261009667711,0.006639705882357823,1.02427526229,1.0378964251263598
818,0.3846615939126285,0.30939368778418025,0.971363636364,0.0016713223140489353,0.3854684410243973,0.992582541835821,0.0016404379933781512,0.9927634554477612,0.2999685294918013,0.000838142977437291,0.004265354945814036,0.0038675133689807855,1.02048087911,1.0213488608230818
401,0.9109502831938329,0.41707571947548855,0.9998571428569999,0.3425000000001432,0.911858570589359,0.7375266524517414,0.1442777110843137,0.7377398720696519,0.9562192176222071,0.0005519351030890815,0.005416871259776898,0.006017647058827955,1.12881283525,1.1565190065672883
655,0.24952800503450812,0.7572352046547531,0.656142857143,0.01788181818180193,0.24985302763080539,0.46929637526666673,0.02488395358142857,0.4691186922532339,0.47586611179883537,0.1352423964478497,0.6994782875538671,0.41828256302457223,1.08934767543,1.08844777139911
776,0.26258653241042584,0.4547477167632397,0.954642857143,0.0027427272727247798,0.262660619803057,0.6756218905472638,0.003995598239299719,0.6759061833681592,0.3007917631065923,0.0028304207883212886,0.020160349854221184,0.00885346638655798,1.02334580616,1.0210664497122421
410,0.9567378289867842,0.3813202006589668,0.9910769230769999,0.008500349650346819,0.9578076244738388,0.8055874473781095,0.003389786683893557,0.8055874473781095,0.9193380093902284,0.00036300581731192534,0.00519540609765027,0.00419762443438544,1.08520274172,1.1444931440390738
1049,0.8472834067547725,0.34974116362677093,0.9999,0.24359999999977858,0.8478835978835977,0.8784079601990051,0.11022408963585434,0.8786069651741295,0.7463910606627896,0.00045679490852244017,0.0053234693877522435,0.0046005882352975,1.02452499906,1.056384169028425
113,0.2547723935389134,0.7664577981590435,0.622416666667,0.01585075757575377,0.25499706055261606,0.48665008291840806,0.02164565826330532,0.4858208955223881,0.49226403541799896,0.13395048205377874,0.6637755102047993,0.41069852941133145,1.11153194432,1.0857493604369222
768,0.8389623103303966,0.3528539059177293,0.9998,0.21517575757566806,0.8406819517930628,0.8709784411273632,0.0979831932773109,0.8703150912089553,0.7461245604119773,0.0003464526119278119,0.003923630504825497,0.0034141176470539806,1.0588676237299999,1.0568520779221515
1044,0.4570484581497798,0.537606967624038,0.9981,0.10958181818171857,0.4576719576719576,0.5722388059701493,0.09156862745098038,0.5726368159203981,0.619498869630447,0.0033674749891822505,0.0179679377013867,0.01920661764707295,1.02992133329,1.0296700483943309
1048,0.8950740889060206,0.3576724786923941,0.9882727272730001,0.014269008264464303,0.8965314520870075,0.8580732700139305,0.006086070791960785,0.8579828132089553,0.8082225799813827,0.0003847245478490963,0.005618884874529743,0.004205213903738386,1.08884283894,1.089135628348517
650,0.38557551112628485,0.30882736966925506,0.971769230769,0.0017003146853143637,0.3858589969694297,0.9941829314965177,0.001693815987932773,0.9954075774975125,0.3000324256559874,0.0008201947976457152,0.003926299264647729,0.0037445701357527537,1.02568384631,1.0214249536688074
484,0.2456681350954479,0.6703510082168455,0.6487,0.015059545454531767,0.2457378012933568,0.5015920398009951,0.023501400560224088,0.5016417910447761,0.41436981914071935,0.14570049937348,0.6671858216967417,0.42291176470619335,1.0753697945799998,1.0768306369650171
876,0.2947870778267255,0.6038462219131393,0.999875,0.5977840909085476,0.2954144620811287,0.5087064676616916,0.7745098039215687,0.5080845771144279,0.4484342619628581,0.001361312864066291,0.005067534908697601,0.004777941176474101,1.02599817532,1.0195782214685642
1194,0.38017621145374453,0.6515312392378769,1.0,0.9688636363627556,0.3805114638447971,0.4714427860696518,0.9767507002801119,0.471542288557214,0.6239532309718163,0.001112103492243885,0.0058293770139603495,0.0050168382352978064,1.03970462104,1.044601650287429
64,0.26200964967474305,0.45532131801887626,0.952857142857,0.0031186363636339838,0.26245065927542616,0.6747690120825871,0.00456982793117647,0.6751954513134328,0.30054701797827194,0.0034531011642905196,0.021474604879531973,0.01072689075631671,1.02167681327,1.0209492532128142
491,0.25014684287812045,0.711077465158817,0.6068,0.01895409090907368,0.2504409171075837,0.512636815920398,0.02594117647058824,0.5127363184079602,0.44714935003746314,0.15445644663870922,0.7363050483347282,0.4758088235297616,1.1009254754100002,1.0977657499661706
413,0.38013950073421443,0.6493091173936358,1.0,0.9277651515132476,0.3807809131878306,0.47321724709751245,0.9355742296918766,0.47317578772786073,0.621707014568523,0.00128002186983015,0.007943877551016141,0.005757352941180705,1.02579734738,1.043098664307692
1191,0.2936857562408224,0.606349777634312,0.999888888889,0.655808080807131,0.29410804102145793,0.5067993366497513,0.8530967942745097,0.5069098949701494,0.4487356610565962,0.0014467543831712352,0.005050841389186332,0.005052450980386068,1.02098684915,1.0212931711582336
70,0.3642752255088106,0.3262678982205395,0.969857142857,0.00207318181817857,0.36470143613021744,0.9417199715711445,0.0021640656262492996,0.9417199715721393,0.29924171062532656,0.0011788845903529155,0.006292082246419823,0.005161764705886148,1.01959354658,1.0213939283667466
1053,0.2607929515418503,0.4573791873104432,0.9627,0.003094318181815369,0.2608759553203997,0.6721393034825871,0.004546218487394958,0.6721393034825871,0.30026964016564256,0.0027433309179114027,0.016160042964545564,0.008488235294123889,1.0216480564000001,1.0217297082770673
125,0.8412873225624082,0.35261140624135956,0.9999166666670001,0.25589772727249466,0.8423966294341563,0.8719734660029852,0.11622315592913164,0.8718905472636816,0.7467717753069704,0.00038478923135334004,0.004288131041888138,0.0038136029411719214,1.09057830907,1.056030450795676
311,0.2604013705337739,0.45846558514390906,0.958,0.0030853030303012864,0.26038604742357435,0.6701492537313434,0.004472455648935574,0.6708126036467663,0.30057421188167244,0.003046010908698702,0.01850429645541434,0.009558823529411443,1.0270645784299999,1.0213653331729187
20,0.26046255506607935,0.4569790310230071,0.969625,0.00316630681817894,0.2605085243974133,0.6722636815920399,0.0045973389355742295,0.6722636815920399,0.2996700146004582,0.00234854485094306,0.014701933404933028,0.007318014705887735,1.01701596516,1.0223528742807115
355,0.7569750367107195,0.39086432269431726,0.9999,0.2010909090907263,0.7580834803057025,0.7858706467661692,0.1015126050420168,0.7850746268656718,0.7461626318760528,0.00044744555478726125,0.004771321160040403,0.004165808823532475,1.05343491321,1.0556453215852912
874,0.8786098874229077,0.42260486618701715,0.999888888889,0.3203737373737997,0.881017702004703,0.727915975677612,0.13999377528795517,0.7285793255920399,0.9366849305026446,0.0004973514658211615,0.006244539921231878,0.005433823529408407,1.15036940238,1.143298105807908
285,0.9709985315712188,0.3718702462986809,0.985875,0.00537329545454057,0.9714873603762489,0.8261194029850748,0.002119047619047619,0.8264925373134329,0.9097176431796663,0.0004090342259140776,0.005630034908697299,0.00472169117647406,1.12506628952,1.141541575758382
276,0.26159009859471366,0.45643041593823136,0.953,0.0033540909090787694,0.2620307382216343,0.6733475479741294,0.004897959183669467,0.6730632551542289,0.30071018139753286,0.003885501151130739,0.01869878778577406,0.012107142857148607,1.01845234469,1.0207721447519094
306,0.24804209495814983,0.7009825518764873,0.644,0.017434772727256877,0.24838330393885943,0.5131011608626866,0.0229365079364986,0.5129353233830846,0.4383929132121683,0.1327480157056568,0.6946831364126237,0.4354411764709084,1.09344787995,1.0884465611166494
74,0.748898678414097,0.3951642184790694,0.999714285714,0.23859090909064676,0.7508188460567312,0.777256574271642,0.11952781112436975,0.7768301350398011,0.74663580579111,0.0006730558892455383,0.006570814792069511,0.006103991596636841,1.0309809733,1.0548923795212615
