,EXEC,MEM,L2MISS,IPC,L3HIT,L2MPI,INSTnom%,PhysIPC%,FREQ,L3MISS,INST,L3MPI,GT,Pred
1291,0.26395007342143906,0.026672932330812745,0.003802272727269271,0.677860696517413,0.951,0.005518207282913165,0.26418283362727807,0.6773631840796022,0.30124046250927433,0.013544117647068784,0.4533318696516172,0.004304331462782714,1.00440121972,1.022677396642468
1296,0.2419236417033774,0.7150912996768448,0.0163137121212079,0.4827529021557214,0.6615,0.025452847805798318,0.2417695473251028,0.482421227197015,0.43458576676693417,0.41591911764736467,0.7144082305865211,0.154008189952776,1.09848060536,1.0848775308912366
149,0.3762848751835536,0.009469656283560971,0.8861363636355581,0.48594527363184087,1.0,0.8893557422969187,0.376249265138154,0.4860696517412936,0.5990544932174953,0.008509191176476845,0.6324022815617595,0.0018858799143905416,1.0298886836299999,1.0338644604433487
1137,0.38717572197723943,0.009111170784098224,0.0021339393939385147,0.9950248756218907,0.932,0.002065359477123249,0.3877621007245737,0.9935323383084578,0.3011452838485147,0.011591911764714406,0.30880050109729645,0.002473238476671478,1.0184800627600001,1.013244543882259
1414,0.2637298091042585,0.024438238453262925,0.002882727272724652,0.6766169154228857,0.9404,0.00415126050420168,0.26396237507348613,0.6770149253731346,0.30152599849269546,0.012750000000009375,0.45415997806081937,0.004038579284693723,1.02203588846,1.0192265640888207
1101,0.3859030837004405,0.008796992481198283,0.0021165454545435305,0.9940298507462688,0.958,0.002072829131652661,0.3862433862433862,0.9930348258706468,0.2999269969855372,0.007411764705887803,0.30880050109695834,0.0015949399796633989,1.0253313491299998,1.0209038006600313
673,0.38575624082232013,0.009957035445751904,0.002052909090907225,0.9940298507462688,0.9498,0.001989915966386554,0.3862433862433862,0.9928358208955225,0.30015542577227405,0.008294117647064923,0.3091415663731865,0.001764850609188568,1.02204690674,1.0187500500611244
562,0.2950492972518356,0.0062531839803511005,0.6454545454535042,0.5067519545124379,1.0,0.8391356542605042,0.29520450155349787,0.5063255152805971,0.4506573635475759,0.005760504201688059,0.6067887509428187,0.0016350696258326596,1.02198098969,1.0137325311753411
925,0.36553387874963295,0.005884225870791684,0.0019231818181814336,0.9431414356766169,0.968571428571,0.002018807523008403,0.3659611992945326,0.9438521677323383,0.29973120088310934,0.0049846638655404295,0.3255620052400677,0.0011508304304145183,1.0249469283600001,1.0226688613309638
915,0.2626389762951542,0.02162651526773812,0.003001818181816817,0.6759061833681592,0.950714285714,0.004373749499803921,0.2628705803306878,0.6756218905472638,0.30071018139753286,0.010764705882360857,0.45480546615440687,0.003436024719112111,1.0227802827899999,1.022261971852124
946,0.45337738619676954,0.006591299677762304,0.09127840909082612,0.5870646766169154,0.99925,0.07699579831932772,0.45377718988830096,0.5859452736318409,0.5986261892423635,0.0059269301470631815,0.5245905874750247,0.001100203344510181,1.02846389408,1.0253112245421225
677,0.3878120411160059,0.00953813104188532,0.0022285454545434287,0.9980099502487563,0.9536,0.002164145658263305,0.3880070546737213,0.9970149253731344,0.30061228334574785,0.008042647058829443,0.30777911024437743,0.0017187442072068638,1.01986952639,1.0198509586498328
148,0.2931350954478708,0.008047798066590737,0.6387499999994194,0.5049751243781094,0.99975,0.8242296918767507,0.2932098765432098,0.5049751243781094,0.4491481019214109,0.008288602941182565,0.6087684246047848,0.0023768277132697998,1.04008487562,1.0147224742964567
1228,0.29625550660792954,0.0078061224489754,0.582272727272198,0.5087064676616916,0.99975,0.7450980392156862,0.29651675485008816,0.5097014925373134,0.45000470987167424,0.008988970588241904,0.602794730437724,0.00252944844205183,1.01149492445,1.0171114018629295
924,0.7604363331204114,0.006441460794840795,0.2538181818178602,0.78678038379602,0.9998571428569999,0.1278111244498599,0.7608969513727218,0.7874911158497514,0.7471252960488929,0.005804621848746916,0.39035615265619866,0.0006249369062267798,1.0622247313200002,1.0827765687865822
1150,0.7583385777239354,0.006255715820152387,0.152636363636134,0.7853589196865672,0.999714285714,0.07707082833137253,0.7592172671531451,0.785216773276617,0.7477779497247945,0.005568277310937919,0.39150137239563004,0.0006063357784437656,1.04209191019,1.077422496148728
1229,0.45466226138032306,0.008140440386676617,0.05401136363631454,0.5895522388059702,0.998,0.04523809523809523,0.4556143445032333,0.5898009950248757,0.5964846693667053,0.00758272058824087,0.5226761703531333,0.0013853266150984284,1.0241590014700002,1.0237622169583676
1305,0.2637298091042585,0.02238238453274845,0.0037411818181784175,0.672636815920398,0.95,0.005305322128851541,0.26396237507348613,0.67363184079602,0.3031249999998537,0.013089705882362565,0.45628730759102804,0.004091516264746791,1.0253486100700002,1.0216891285788263
1151,0.3985735263267255,0.007235307656886555,0.09830454545441064,0.7761194029850748,0.9958571428569999,0.06874349739887954,0.3991349626263962,0.7764036958069652,0.39436598395965794,0.0017732142857152745,0.3927392711942628,0.00042252004355708303,1.0791352589299998,1.0171694678468048
1410,0.24684287812041117,0.676691729322945,0.014575909090895843,0.5210945273631842,0.6434,0.023473389355742297,0.24720752498530274,0.5211940298507464,0.40980124340598156,0.4010294117650008,0.6579784315113397,0.15548103334941377,1.0752433549200002,1.073142427097621
570,0.2622194252151248,0.01911308884455472,0.0030127272727240796,0.6751954513134328,0.954857142857,0.004409763905574229,0.2622406987492651,0.675195451314428,0.30071018139753286,0.010188025210088372,0.45520567928921446,0.0032676997594988048,1.0170487386,1.0233254376554999
920,0.24292007551908962,0.7047721344179889,0.015799999999972,0.538948116562189,0.576142857143,0.02270108043218487,0.24292433022633741,0.5384506041223881,0.3852288324901823,0.4985294117650724,0.6286183493278635,0.1611833462928572,1.0680316171200002,1.0722605601616184
1288,0.37500000000000006,0.014146079484417753,0.9529545454536792,0.48171641791044784,0.99975,0.9579831932773109,0.375514403292181,0.4815920398009951,0.6024809250185487,0.017343750000012752,0.6380642173480139,0.003833661942552816,1.018930921,1.0344193265100512
685,0.26093979441997067,0.023848549946281505,0.0035649090909058508,0.672636815920398,0.9546,0.0052156862745098035,0.2616108171663727,0.672636815920398,0.30061228334574785,0.011788235294126315,0.456950973753296,0.0038020705189727596,1.0227235732100002,1.0239312080691116
152,0.9599853157121881,0.009272287862508447,0.003500795454542272,0.8258706467661692,0.965,0.001387955182072829,0.9600970017636683,0.8261194029850748,0.8988672758096641,0.008007352941182358,0.37264240244734076,0.0006906354796842782,1.0846158209,1.1329854536758124
684,0.4538913362701909,0.009641245972067862,0.09609090909082174,0.5870646766169154,0.9986,0.08005602240896358,0.45385067607289814,0.5866666666666668,0.5989402788241268,0.00838676470588852,0.5243760024309334,0.001542002999610331,1.02025523812,1.0256875870298172
1088,0.2588105726872247,0.7781954887213867,0.02294621212120187,0.4704809286900498,0.646333333333,0.030639589168907556,0.2591612776793062,0.47081260364875627,0.5105383383569503,0.5625367647070313,0.7859451677657593,0.17409435859387956,1.13763730091,1.1130995026930064
1148,0.26190476190455214,0.019055547030827576,0.0027768181818147485,0.6744847192587067,0.9531428571430001,0.004045618247310923,0.2620307382216343,0.6740582800288557,0.300383854559011,0.009501050420168751,0.4557126865014027,0.0030335085113341086,1.02186718731,1.0227914182361735
1138,0.3653241032092511,0.006656437010893311,0.001719999999997073,0.9402985074626866,0.961,0.0017911164465798316,0.3653313177116402,0.9402985074626866,0.30071018139753286,0.005624054621849724,0.3266753900590464,0.0012795136422952818,1.01363441257,1.0202879526482604
1423,0.3763582966226138,0.00869387755101574,0.9348181818173321,0.4811940298507463,1.0,0.9394957983193277,0.37683715461493233,0.4811940298507463,0.6051078560660229,0.006961764705887473,0.6384887874600729,0.0015394415328335697,1.04070906206,1.0339094669868194
568,0.07209240612547724,0.6734693877547404,0.004383409090896015,0.29474058280049753,0.6837142857140001,0.10739495798319328,0.07200911228689005,0.2948116560059702,0.15079563193065676,0.06280777310938442,0.831120375220524,0.4564777745417752,1.07582227866,1.0548577710419234
574,0.2525697503671072,0.680316863587175,0.018613636363619443,0.4626243781094528,0.6595,0.027846638655462184,0.25260875955320394,0.46231343283582094,0.47427526846246887,0.5163970588239091,0.7455429170733173,0.17264819714283303,1.0675874728399999,1.085838554267394
1100,0.2966226138032306,0.007103974221263639,0.5975454545449114,0.5124378109452737,0.9998,0.7731092436974789,0.29659024103468545,0.5116417910447761,0.44886256593798973,0.007610294117652655,0.6005612328348829,0.0021601703150687357,1.02027149227,1.016094869172376
1216,0.38693098384728347,0.007951127819544603,0.0021517045454525897,1.0,0.95875,0.0021127450980392157,0.38727219282774833,0.9975124378109453,0.29952724660874763,0.007218750000005308,0.3076819704437791,0.0015550237890588677,1.0169997613700001,1.0219210251471074
1309,0.26240822320117474,0.02178625134263062,0.0029928181818154615,0.6766169154228857,0.9478,0.004324929971988796,0.26308054085831856,0.6756218905472638,0.3008407121324848,0.011779411764714545,0.4547127797566468,0.0037320570937412825,1.02071754969,1.0216319048425604
563,0.38053282987224674,0.00895810955960851,0.919090909089619,0.4790334044064677,0.9998571428569999,0.9251700680280112,0.38086839674162254,0.4790334044069652,0.6149629265800183,0.011952731092442612,0.641316073356281,0.0026309923035603747,1.0324139070899998,1.036443124492643
1286,0.37041116005873714,0.011789742212668214,0.0029399999999973276,0.9427860696517414,0.9555,0.003010504201680672,0.3703703703703703,0.9437810945273631,0.3040958223434854,0.009512867647065817,0.3256408900456697,0.002140959314243026,1.0055011257200002,1.018534335071296
954,0.2947870778267255,0.0061613184747550155,0.6264204545448852,0.5074626865671642,1.0,0.810924369747899,0.29523074661963544,0.5073383084577114,0.4497191738882531,0.005747702205886579,0.6055491416945509,0.0016350696258326596,1.01981134766,1.01469898480528
1298,0.2619676945668135,0.0201944146079376,0.003543272727269506,0.6746268656716418,0.9582,0.005092436974789916,0.26219870664315104,0.6740298507462688,0.3008407121324848,0.01120147058824353,0.45574277609675123,0.00353823944096634,1.01754491567,1.0245895410199068
560,0.26211453744493396,0.021603498542260152,0.0031259090909076135,0.6744847192587067,0.953285714286,0.004549819927983192,0.26245065927542616,0.6744847192606965,0.30054701797827194,0.010748949579846139,0.4554204693257935,0.0034348049730267196,1.02513074463,1.022984760269406
1144,0.45657646318428785,0.0058754795151042555,0.06950000000007318,0.5913290689402986,0.9988571428569999,0.05798319327731091,0.4570840681951792,0.5911869225303483,0.5978307675747515,0.00524369747898915,0.519068988449692,0.0009667707463141729,1.0212705636,1.0237919217549951
1222,0.8975770925110133,0.009026584317932854,0.0036392045454512376,0.9203980099502489,0.96125,0.001549019607843137,0.8983686067019399,0.9208955223880598,0.7543860681985808,0.007726102941182152,0.3333557216661141,0.0007120877639396545,1.05017228754,1.0874201389187663
680,0.9911894273127755,0.008630504833496977,0.00532212121212698,0.8449419568805971,0.975333333333,0.002060224089635854,0.9915735841666665,0.8451077943611941,0.9070526406681167,0.006452205882357686,0.36308271901317407,0.0005428886529650086,1.17213927789,1.1474608560373434
