,EXEC,IPC,L3HIT,GT,Pred
4005,0.28266897746967073,0.22362482369566095,0.5646264176119296,1.02316484611,1.053844788440943
2557,0.25025996533795497,0.5811001410431327,0.3562374916612263,1.02964056592,1.0095377879130574
1482,0.5504332755632583,0.6417489421743889,0.8975983989329213,1.01562883141,1.0254623711171436
3252,0.34985557481247836,0.8095909732014239,0.32254836557682537,1.01514328032,1.0018252432270853
2051,0.27642980935875217,0.23653032440089777,0.5376084056039152,1.04894031823,1.0497505329211458
413,0.348469093010052,0.805359661494789,0.32454969979964127,0.9709138854029999,1.0009338331271846
3625,0.3812824956672444,0.35627644569866895,0.9869913275516969,1.0450413973700001,1.0676358808998239
4258,0.35147313691507803,0.8152327221464248,0.33789192795241424,1.02353253183,0.9985188504268936
3475,0.3847487001733103,0.3588152327226499,0.9869913275516969,1.11481440588,1.0678850764764418
2730,0.368573079145234,0.8519040902677741,0.31921280853913253,0.988574293486,1.0053273962252056
2368,0.7926054303847487,0.866008462626045,0.48398932621797336,1.01264843414,1.0464874681680805
4346,0.20797227036395147,0.3355430183361573,0.39092728485703504,1.05113502321,1.0503841323714778
2384,0.9899480069324091,0.5788434414676712,0.967645096731477,1.5460717695500001,1.5498306768976804
2863,0.5559792027729636,0.6488011283492932,0.8402268178791997,1.04346685136,1.0091981720092977
1948,0.9857885615251301,0.5788434414676712,0.9544362908608921,1.50406980183,1.5348515508514264
4265,0.21143847487001735,0.4908321579696626,0.9629753168779064,1.02696030875,1.0044773258873603
1280,0.545580589254766,0.636107193229388,0.9239492995329966,1.00466530694,1.033045637809098
2373,0.25049104563812824,0.5811001410431327,0.37024683122093743,0.981892734453,1.0056405629308978
3895,0.5513575967646447,0.6375176304677539,0.8785857238161704,1.00290243042,1.020569942237268
1938,0.25049104563812824,0.5782792665748636,0.36224149432967395,0.993766608001,1.0077721160776223
1257,0.5506643558634315,0.6431593794085235,0.8819212808538632,1.01547172894,1.020235886956227
2854,0.3812824956672444,0.3564174894220824,0.9859906604402889,1.0994891619299998,1.0672488062832572
4350,0.2805892547660312,0.23801128349822004,0.5548699132757021,1.07190952025,1.0475481419181625
2774,0.34870017331022535,0.8039492242606544,0.3232154769847642,1.02479769818,1.0008729409960897
414,0.2507221259389948,0.5825105782814987,0.36357571714455095,0.973142539435,1.0073337980256496
4347,0.36926632004644716,0.8519040902677741,0.3278852568383349,1.00940809491,1.0028431876831614
2769,0.210051993067591,0.33117066290610886,0.374916611074508,1.07020924225,1.0551339468746443
1291,0.4392836510689775,0.49224259520379726,0.8872581721153727,1.04187779149,1.0105124073722076
2062,0.2539572501441941,0.5782792665748636,0.41861240827198765,1.01360428799,0.9923504883571312
2793,0.6890814558058926,0.5359661495085134,0.6621080720485866,1.03023693127,1.0813013709260382
0,0.25534373194662047,0.5796897038089982,0.44262841894577815,1.00342999629,0.9866784009577779
2387,0.2365684575389948,0.30994358251101545,0.475567044696623,1.06926708834,1.0324898802305804
1063,0.6918544194107453,0.5401974612151484,0.5066711140758862,1.08545164525,1.0573613076384563
3385,0.5520508376658578,0.6403385049360231,0.8852568378925569,1.03192408619,1.0225065882798097
1286,0.24910456383570193,0.5782792665748636,0.3719146097402842,1.00468953131,1.0058019731594392
3624,0.20912767186620454,0.4851904090288931,0.965643762508661,0.9923229448890001,1.006002865134549
1292,0.36834199884436747,0.8547249647402747,0.33222148098743576,1.01050556013,1.0029022113889947
1629,0.3789716926634316,0.3543018335687649,0.9889926617745127,1.01591467893,1.0682567058406014
4011,0.6777585210863086,0.5260930888568773,0.8018679119412281,1.0329829088299998,1.114631491909407
3381,0.6879260543036395,0.5359661495085134,0.753502334890178,1.10614122409,1.1038142890834952
3618,0.25002888503778165,0.5782792665748636,0.3562374916612263,0.98752188435,1.0096251116767065
2857,0.26800693240901213,0.26437235543055626,0.5579719813210667,1.0725185056200002,1.0356725150680868
2729,0.2488734835355286,0.5782792665748636,0.36090727151479685,1.0002557410700001,1.0088641345853169
3311,0.7856730213726171,0.8617771509194101,0.49633088725833774,1.03667672656,1.043620598395486
378,0.2486424032353553,0.5811001410431327,0.35790527018057305,0.9949267983589999,1.0098140835590743
1972,0.4365106874641248,0.48660084626302763,0.9049366244162458,1.05114027166,1.0160557174722844
4343,0.25077989601386486,0.2832863187592148,0.47881921280869877,1.0653500479,1.0391700381793672
2823,0.549740034662045,0.6346967559952534,0.8749166110740076,1.0065381778799998,1.019161303635765
3248,0.36764875794315427,0.8519040902677741,0.3215476984654175,1.01707571988,1.0051118288991687
1978,0.36764875794315427,0.8547249647402747,0.3278852568383349,1.00372973544,1.004267193466725
1606,0.5467359907570192,0.6375176304677539,0.9159439626417332,1.02805621419,1.0305854781211776
3297,0.23864818024263434,0.31057827926701076,0.4713142094731393,1.04560959775,1.0325832333756133
4301,0.23622183708838823,0.3110014104376742,0.4713142094731393,1.02308675676,1.0329346991464123
2787,0.21190063547105722,0.4908321579696626,0.9513008672454809,0.9784951930940001,1.0020576743944132
2377,0.38428653957227044,0.3589562764460634,0.9883255503675746,1.0280916718000002,1.068086150258643
2725,0.433044482958059,0.48095909732225806,0.9309539693128522,1.0337779375700002,1.0240876929624254
2396,0.6886192952048527,0.5359661495085134,0.7775183455639686,1.07736599018,1.11168904985281
3044,0.3500866551126517,0.7968970380815189,0.3519012675121254,0.997528433585,0.9916239743936077
2782,0.3664933564415945,0.8519040902677741,0.3238825883927031,1.02346617556,1.0049966425313446
2405,0.2743500866551127,0.2421368124121892,0.5433622414945107,1.01581728888,1.0466427544009445
1612,0.38151357596741775,0.35627644569866895,0.9853235490333508,1.02778420085,1.067179005844259
4007,0.21120739456984405,0.4908321579696626,0.965643762508661,0.9965473972660001,1.005062653845451
1931,0.43419988445961877,0.47813822284975754,0.9402935290199935,1.05685489083,1.028245760567605
